Country Name,Country Code,JO Year,PIB_mean
Le monde arabe,ARB,2021,6273.977482223927
Émirats arabes unis,ARE,2021,42363.94456753613
Argentine,ARG,2021,11194.218747499293
Arménie,ARM,2021,4232.74229218413
Samoa américaines,ASM,2021,12947.783310060477
Antigua-et-Barbuda,ATG,2021,17376.284076034422
Australie,AUS,2021,54465.594646530226
Autriche,AUT,2021,49240.05554679985
Azerbaïdjan,AZE,2021,4480.6642053418
Burundi,BDI,2021,220.45962485235825
Belgique,BEL,2021,46036.36107560797
Bénin,BEN,2021,1134.4326676811274
Burkina Faso,BFA,2021,769.161817741541
Bangladesh,BGD,2021,2038.74392545738
Bulgarie,BGR,2021,9927.956596555774
Bahreïn,BHR,2021,25677.941080455275
Bahamas,BHS,2021,31084.228560551426
Bosnie-Herzégovine,BIH,2021,5911.388093760765
Bélarus,BLR,2021,6381.552904471992
Belize,BLZ,2021,5880.276408213345
Bermudes,BMU,2021,112079.70867776425
Bolivie,BOL,2021,3352.716908977388
Brésil,BRA,2021,8871.299495337465
Barbade,BRB,2021,19669.87850841985
Brunéi Darussalam,BRN,2021,29068.3584466115
Bhoutan,BTN,2021,3401.010290202095
Botswana,BWA,2021,7002.077618791967
République centrafricaine,CAF,2021,449.9188818600618
Canada,CAN,2021,45389.87822927215
Europe centrale et les pays baltes,CEB,2021,15933.209021866725
Suisse,CHE,2021,84372.86539065867
Îles Anglo-Normandes,CHI,2021,58485.99309212748
Chili,CHL,2021,14537.480420628375
Chine,CHN,2021,10008.926273343965
Côte d'Ivoire,CIV,2021,2104.1658018063426
Cameroun,CMR,2021,1554.4040612487124
"Congo, République démocratique du",COD,2021,507.351486469768
"Congo, République du",COG,2021,2347.0196424606
Colombie,COL,2021,6277.183264711552
Comores,COM,2021,1502.7674745041224
Cabo Verde,CPV,2021,4027.017149994155
Costa Rica,CRI,2021,12546.518761856274
Petits états des Caraïbes,CSS,2021,13329.101737814726
Cuba,CUB,2021,9089.898191246593
Curacao,CUW,2021,18408.537086475175
Îles Caïmans,CYM,2021,83628.1465651445
Chypre,CYP,2021,28662.26123046875
République tchèque,CZE,2021,23038.685290029476
Allemagne,DEU,2021,47351.272565632404
Djibouti,DJI,2021,2754.773932338392
Dominique,DMA,2021,8689.71397317666
Danemark,DNK,2021,59809.01822217568
République dominicaine,DOM,2021,7653.484225031825
Algérie,DZA,2021,4335.968300628162
Asie de l’Est et Pacifique (hors revenu élevé),EAP,2021,7991.419471423726
de dividende précoce démographique,EAR,2021,3453.7365215253403
Asie de l’Est et Pacifique,EAS,2021,11273.681747978799
Europe et Asie centrale (hors revenu élevé),ECA,2021,5954.751780013641
Europe et Asie centrale,ECS,2021,24560.047088272873
Équateur,ECU,2021,6051.48603012855
"Égypte, République arabe d’",EGY,2021,2838.4773049484525
Zone euro,EMU,2021,38695.3233248343
